id,nombre,altura,peso,experiencia_base,es_predeterminado,tipos,habilidades,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,stat_total,url_sprite,url_imagen_oficial
262,Mightyena,1.0,37.0,147.0,True,Dark,"Intimidate,Quick-feet,Moxie",70,90,70,60,60,70,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png
263,Zigzagoon,0.4,17.5,56.0,True,Normal,"Pickup,Gluttony,Quick-feet",38,30,41,30,41,60,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png
264,Linoone,0.5,32.5,147.0,True,Normal,"Pickup,Gluttony,Quick-feet",78,70,61,50,61,100,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png
265,Wurmple,0.3,3.6,56.0,True,Bug,"Shield-dust,Run-away",45,45,35,20,30,20,195,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png
266,Silcoon,0.6,10.0,72.0,True,Bug,Shed-skin,50,35,55,25,25,15,205,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png
267,Beautifly,1.0,28.4,178.0,True,"Bug,Flying","Swarm,Rivalry",60,70,50,100,50,65,395,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png
268,Cascoon,0.7,11.5,72.0,True,Bug,Shed-skin,50,35,55,25,25,15,205,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png
269,Dustox,1.2,31.6,173.0,True,"Bug,Poison","Shield-dust,Compound-eyes",60,50,70,50,90,65,385,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png
270,Lotad,0.5,2.6,44.0,True,"Water,Grass","Swift-swim,Rain-dish,Own-tempo",40,30,30,40,50,30,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png
271,Lombre,1.2,32.5,119.0,True,"Water,Grass","Swift-swim,Rain-dish,Own-tempo",60,50,50,60,70,50,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png
272,Ludicolo,1.5,55.0,216.0,True,"Water,Grass","Swift-swim,Rain-dish,Own-tempo",80,70,70,90,100,70,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png
273,Seedot,0.5,4.0,44.0,True,Grass,"Chlorophyll,Early-bird,Pickpocket",40,40,50,30,30,30,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png
274,Nuzleaf,1.0,28.0,119.0,True,"Grass,Dark","Chlorophyll,Early-bird,Pickpocket",70,70,40,60,40,60,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png
275,Shiftry,1.3,59.6,216.0,True,"Grass,Dark","Chlorophyll,Wind-rider,Pickpocket",90,100,60,90,60,80,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png
276,Taillow,0.3,2.3,54.0,True,"Normal,Flying","Guts,Scrappy",40,55,30,30,30,85,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png
277,Swellow,0.7,19.8,159.0,True,"Normal,Flying","Guts,Scrappy",60,85,60,75,50,125,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png
278,Wingull,0.6,9.5,54.0,True,"Water,Flying","Keen-eye,Hydration,Rain-dish",40,30,30,55,30,85,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png
279,Pelipper,1.2,28.0,154.0,True,"Water,Flying","Keen-eye,Drizzle,Rain-dish",60,50,100,95,70,65,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png
280,Ralts,0.4,6.6,40.0,True,"Psychic,Fairy","Synchronize,Trace,Telepathy",28,25,25,45,35,40,198,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png
281,Kirlia,0.8,20.2,97.0,True,"Psychic,Fairy","Synchronize,Trace,Telepathy",38,35,35,65,55,50,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png
282,Gardevoir,1.6,48.4,233.0,True,"Psychic,Fairy","Synchronize,Trace,Telepathy",68,65,65,125,115,80,518,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png
283,Surskit,0.5,1.7,54.0,True,"Bug,Water","Swift-swim,Rain-dish",40,30,32,50,52,65,269,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png
284,Masquerain,0.8,3.6,159.0,True,"Bug,Flying","Intimidate,Unnerve",70,60,62,100,82,80,454,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png
285,Shroomish,0.4,4.5,59.0,True,Grass,"Effect-spore,Poison-heal,Quick-feet",60,40,60,40,60,35,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png
286,Breloom,1.2,39.2,161.0,True,"Grass,Fighting","Effect-spore,Poison-heal,Technician",60,130,80,60,60,70,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png
287,Slakoth,0.8,24.0,56.0,True,Normal,Truant,60,60,60,35,35,30,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png
288,Vigoroth,1.4,46.5,154.0,True,Normal,Vital-spirit,80,80,80,55,55,90,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png
289,Slaking,2.0,130.5,252.0,True,Normal,Truant,150,160,100,95,65,100,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png
290,Nincada,0.5,5.5,53.0,True,"Bug,Ground","Compound-eyes,Run-away",31,45,90,30,30,40,266,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png
291,Ninjask,0.8,12.0,160.0,True,"Bug,Flying","Speed-boost,Infiltrator",61,90,45,50,50,160,456,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png
292,Shedinja,0.8,1.2,83.0,True,"Bug,Ghost",Wonder-guard,1,90,45,30,30,40,236,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png
293,Whismur,0.6,16.3,48.0,True,Normal,"Soundproof,Rattled",64,51,23,51,23,28,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png
294,Loudred,1.0,40.5,126.0,True,Normal,"Soundproof,Scrappy",84,71,43,71,43,48,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png
295,Exploud,1.5,84.0,221.0,True,Normal,"Soundproof,Scrappy",104,91,63,91,73,68,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png
296,Makuhita,1.0,86.4,47.0,True,Fighting,"Thick-fat,Guts,Sheer-force",72,60,30,20,30,25,237,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png
297,Hariyama,2.3,253.8,166.0,True,Fighting,"Thick-fat,Guts,Sheer-force",144,120,60,40,60,50,474,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png
298,Azurill,0.2,2.0,38.0,True,"Normal,Fairy","Thick-fat,Huge-power,Sap-sipper",50,20,40,20,40,20,190,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png
299,Nosepass,1.0,97.0,75.0,True,Rock,"Sturdy,Magnet-pull,Sand-force",30,45,135,45,90,30,375,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png
300,Skitty,0.6,11.0,52.0,True,Normal,"Cute-charm,Normalize,Wonder-skin",50,45,45,35,35,50,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png
301,Delcatty,1.1,32.6,140.0,True,Normal,"Cute-charm,Normalize,Wonder-skin",70,65,65,55,55,90,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png
302,Sableye,0.5,11.0,133.0,True,"Dark,Ghost","Keen-eye,Stall,Prankster",50,75,75,65,65,50,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png
303,Mawile,0.6,11.5,133.0,True,"Steel,Fairy","Hyper-cutter,Intimidate,Sheer-force",50,85,85,55,55,50,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png
304,Aron,0.4,60.0,66.0,True,"Steel,Rock","Sturdy,Rock-head,Heavy-metal",50,70,100,40,40,30,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png
305,Lairon,0.9,120.0,151.0,True,"Steel,Rock","Sturdy,Rock-head,Heavy-metal",60,90,140,50,50,40,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png
306,Aggron,2.1,360.0,239.0,True,"Steel,Rock","Sturdy,Rock-head,Heavy-metal",70,110,180,60,60,50,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png
307,Meditite,0.6,11.2,56.0,True,"Fighting,Psychic","Pure-power,Telepathy",30,40,55,40,55,60,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png
308,Medicham,1.3,31.5,144.0,True,"Fighting,Psychic","Pure-power,Telepathy",60,60,75,60,75,80,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png
309,Electrike,0.6,15.2,59.0,True,Electric,"Static,Lightning-rod,Minus",40,45,40,65,40,65,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png
310,Manectric,1.5,40.2,166.0,True,Electric,"Static,Lightning-rod,Minus",70,75,60,105,60,105,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png
311,Plusle,0.4,4.2,142.0,True,Electric,"Plus,Lightning-rod",60,50,40,85,75,95,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png
312,Minun,0.4,4.2,142.0,True,Electric,"Minus,Volt-absorb",60,40,50,75,85,95,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png
313,Volbeat,0.7,17.7,151.0,True,Bug,"Illuminate,Swarm,Prankster",65,73,75,47,85,85,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png
314,Illumise,0.6,17.7,151.0,True,Bug,"Oblivious,Tinted-lens,Prankster",65,47,75,73,85,85,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png
315,Roselia,0.3,2.0,140.0,True,"Grass,Poison","Natural-cure,Poison-point,Leaf-guard",50,60,45,100,80,65,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png
316,Gulpin,0.4,10.3,60.0,True,Poison,"Liquid-ooze,Sticky-hold,Gluttony",70,43,53,43,53,40,302,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png
317,Swalot,1.7,80.0,163.0,True,Poison,"Liquid-ooze,Sticky-hold,Gluttony",100,73,83,73,83,55,467,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png
318,Carvanha,0.8,20.8,61.0,True,"Water,Dark","Rough-skin,Speed-boost",45,90,20,65,20,65,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png
319,Sharpedo,1.8,88.8,161.0,True,"Water,Dark","Rough-skin,Speed-boost",70,120,40,95,40,95,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png
320,Wailmer,2.0,130.0,80.0,True,Water,"Water-veil,Oblivious,Pressure",130,70,35,70,35,60,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png
321,Wailord,14.5,398.0,175.0,True,Water,"Water-veil,Oblivious,Pressure",170,90,45,90,45,60,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png
322,Numel,0.7,24.0,61.0,True,"Fire,Ground","Oblivious,Simple,Own-tempo",60,60,40,65,45,35,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png
323,Camerupt,1.9,220.0,161.0,True,"Fire,Ground","Magma-armor,Solid-rock,Anger-point",70,100,70,105,75,40,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png
324,Torkoal,0.5,80.4,165.0,True,Fire,"White-smoke,Drought,Shell-armor",70,85,140,85,70,20,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png
325,Spoink,0.7,30.6,66.0,True,Psychic,"Thick-fat,Own-tempo,Gluttony",60,25,35,70,80,60,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png
326,Grumpig,0.9,71.5,165.0,True,Psychic,"Thick-fat,Own-tempo,Gluttony",80,45,65,90,110,80,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png
327,Spinda,1.1,5.0,126.0,True,Normal,"Own-tempo,Tangled-feet,Contrary",60,60,60,60,60,60,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png
328,Trapinch,0.7,15.0,58.0,True,Ground,"Hyper-cutter,Arena-trap,Sheer-force",45,100,45,45,45,10,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png
329,Vibrava,1.1,15.3,119.0,True,"Ground,Dragon",Levitate,50,70,50,50,50,70,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png
